entity,country_code
佳木斯,CN
자무쓰,CN
korla,CN
कोरला,CN
คอร์ลา,CN
コルラ,CN
库尔勒,CN
쿠얼러,CN
porto velho,BR
पोर्टो वेलहो,BR
โปร์ตูแวลยู,BR
ポルト・ヴェーリョ,BR
韦柳港,BR
포르투벨류,BR
san miguel de tucuman,AR
san miguel de tucumán,AR
सान मिगुएल दे तूకుमान,AR
ซานมิเกลเดตูกูมัน,AR
サン・ミゲル・デ・トゥクマン,AR
圣米格尔-德图쿠만,AR
산미겔데투쿠만,AR
kuantan,MY
कुआंतान,MY
กวนตัน,MY
クアンタン,MY
关丹,MY
콴탄,MY
sebastopol,UA
sebastopoli,UA
sevastopol,UA
sewastopol,UA
sébastopol,UA
सेवस्तोपोल,UA
เซวาสโทพอล,UA
セヴァストポリ,UA
塞瓦斯托波尔,UA
세바스토폴,UA
nellore,IN
nellur,IN
नेल्लोर,IN
เนลลอร์,IN
ネッルール,IN
内洛尔,IN
넬로르,IN
mirpur model thana,BD
मीरपुर मॉडल थाना,BD
มีร์ปูร์ โมเดล ฐาณา,BD
ミルプール・モデル・タナ,BD
米尔布尔模型塔纳,BD
미르푸르 모델 타나,BD
brema,DE
bremen,DE
brême,DE
ब्रेमेन,DE
เบรเมิน,DE
ブレーメン,DE
不来梅,DE
브레멘,DE
vạn ninh,CN
wanning,CN
वानिंग,CN
ว่านหนิง,CN
万宁,CN
万寧,CN
만녕,CN
owerri,NG
ओवेरी,NG
โอเวอร์รี,NG
オウェリ,NG
奥韦里,NG
오웨리,NG
kota kuala muda,MY
โกตากัวลามูดา,MY
コタ・クアラ・ムダ,MY
哥打瓜拉姆达,MY
코타쿠알라무다,MY
hân châu,CN
xinzhou,CN
शिनझोउ,CN
ซินโจว,CN
きんしゅう,CN
忻州,CN
신저우,CN
banqiao,TW
bản kiều,TW
ป่านเฉียว,TW
バンチャオ,TW
반차오,TW
selayang baru utara,MY
เซลายังบารูอูตารา,MY
セラヤン・バル・ウタラ,MY
士拉央巴鲁乌达拉,MY
슬라양 바루 우타라,MY
vilna,LT
vilnius,LT
wilno,LT
विल्नियस,LT
วิลนีอุส,LT
ヴィリニュス,LT
维尔纽斯,LT
빌뉴스,LT
bình độ,CN
pingdu,CN
पिंगदू,CN
ผิงตู้,CN
平度,CN
핑두,CN
mbeya,TZ
म्बेया,TZ
อึมเบยา,TZ
ムベヤ,TZ
姆贝亚,TZ
음베야,TZ
calabar,NG
kalabar,NG
कैलाबार,NG
คาลาบาร์,NG
カラバル,NG
卡拉巴尔,NG
칼라바르,NG
oujda,MA
uchda,MA
udżda,MA
उज्दा,MA
อุจดา,MA
ウジダ,MA
乌季达,MA
우지다,MA
calamba,PH
कैलम्बा,PH
คาลัมบา,PH
カランバ,PH
卡兰巴,PH
칼람바,PH
novokouznetsk,RU
novokuzneck,RU
novokuznetsk,RU
nowokusnezk,RU
nowokuźnieck,RU
नोवोकुज़नेत्स्क,RU
โนโวคุซเนตสค์,RU
ノヴォクズネツク,RU
新库兹涅茨克,RU
노보쿠즈네츠크,RU
riazan,RU
riazań,RU
riazán,RU
rjasan,RU
rjazan',RU
ryazan,RU
ryazan',RU
रियाज़ान,RU
เรียซัน,RU
リャザン,RU
梁赞,RU
랴잔,RU
cát an,CN
ji'an,CN
जिआन,CN
จี๋อัน,CN
吉安,CN
sahiwal,PK
साहिवाल,PK
ซาฮีวัล,PK
サヒーワール,PK
萨希瓦尔,PK
사히왈,PK
mersin,TR
मेर्सिन,TR
เมอร์ซิน,TR
メルスィン,TR
梅尔辛,TR
메르신,TR
raurkela,IN
rourkela,IN
राउरकेला,IN
ราอูรเกลา,IN
ラーウルケーラー,IN
劳尔克拉,IN
라우르켈라,IN
cổ lý,CN
guli,CN
古里,CN
구리,"['KR', 'CN']"
aksou,CN
aksu,CN
aqsu,CN
अक़्सू,CN
อักซู,CN
アクス,CN
阿克苏,CN
아크수,CN
ebute ikorodu,NG
tanggu,CN
đường cô,CN
ถังกู,CN
タンクー,CN
塘沽,CN
탕구,CN
astrachan,RU
astrachan',RU
astrachań,RU
astracán,RU
astracã,RU
astrakhan,RU
आस्त्राख़ान,RU
อัสตราฮัน,RU
アストラハン,RU
阿斯特拉罕,RU
아스트라한,RU
okara,PK
ओकाड़ा,PK
โอการา,PK
オカラ,PK
奥卡拉,PK
오카라,PK
nansana,UG
नानसाना,UG
นันซานา,UG
ナンサナ,UG
南萨纳,UG
난사나,UG
kimhae,KR
गिम्हे,KR
คิมแฮ,KR
金海,KR
김해,KR
ar raqqah,SY
ar-rakka,SY
ar-raqqa,SY
raca,SY
rakka,SY
raqqa,SY
रक़्क़ा,SY
อัรร็อกเกาะฮ์,SY
ラッカ,SY
拉卡,SY
라카,SY
quebec,CA
québec,CA
क्यूबेक,CA
ควิเบก,CA
ケベック,CA
魁北克,CA
퀘벡,CA
cuauhtemoc,MX
cuauhtémoc,MX
クアウテモック,MX
夸우테莫克,MX
콰우테목,MX
shangluo,CN
thương lạc,CN
शांग्लुओ,CN
ชางลั่ว,CN
商洛,CN
상뤄,CN
tucson,US
tucsón,US
टक्सन,US
ทูซอน,US
ツーソン,US
图森,US
투손,US
himeji,JP
हिमेजी,JP
ฮิเมจิ,JP
姫路,JP
姬路,JP
히메지,JP
ibague,CO
ibagué,CO
इबागे,CO
อีบาร์เก,CO
イバゲ,CO
伊瓦格,CO
이바게,CO
amberes,BE
antuérpia,BE
antwerp,BE
antwerpen,BE
antwerpia,BE
anvers,BE
anversa,BE
एंटवर्प,BE
แอนต์เวิร์ป,BE
アントウェルペン,BE
安特卫普,BE
안트베르펜,BE
asiut,EG
asjut,EG
assiout,EG
assiut,EG
assiute,EG
asyūṭ,EG
अस्युत,EG
อัสยูฏ,EG
アシュート,EG
艾斯尤特,EG
아시우트,EG
hamadan,IR
hamadán,IR
hamadã,IR
हमादान,IR
ฮามาดาน,IR
ハマダーン,IR
哈马丹,IR
하마단,IR
qionghai,CN
quỳnh hải,CN
छोङ्हाय,CN
ฉงไห่,CN
琼海,CN
瓊海,CN
경해,CN
cangzhou,CN
thương châu,CN
सांगझोउ,CN
ชางโจว,CN
沧州,CN
滄州,CN
mohammadpur,BD
मुहम्मदपुर,BD
โมฮัมหมัดปูร์,BD
モハンマドプル,BD
穆罕默德布尔,BD
모함마드푸르,BD
surakarta,ID
सुराकार्ता,ID
ซูราการ์ตา,ID
スラカルタ,ID
苏拉卡尔塔,ID
수라카르타,ID
san salvador,SV
सान साल्वाडोर,SV
ซันซัลวาดอร์,SV
サンサルバドル,SV
圣萨尔瓦多,SV
산살바도르,SV
beihai,CN
bắc hải,CN
बेइहाई,CN
เป๋ย์ไห่,CN
ベイハイ,CN
北海,CN
베이하이,CN
van,TR
vã,TR
wan,TR
वैन,TR
แวน,TR
ヴァン,TR
凡城,TR
반,TR
thu gjuc,VN
thủ dầu một,VN
ถูเสิ่วหมด,VN
トゥーザウモット,VN
土龍木市,VN
투저우못,VN
ueskuedar,TR
üsküdar,TR
उस्कुदार,TR
อุสคือดาร์,TR
ユスキュダル,TR
于斯屈达尔,TR
위스퀴다르,TR
pensa,RU
penza,RU
पेन्ज़ा,RU
เพนซา,RU
ペンザ,RU
奔萨,RU
펜자,RU
candaar,AF
kandahar,AF
masar-e scharif,AF
mazar-e sharif,AF
mazar-i szarif,AF
mazâr-e charîf,AF
कंधार,AF
मज़ार-ए-शरीफ़,AF
กันดะฮาร์,AF
มะซารีชะรีฟ,AF
カンダハール,AF
マザーリシャリーフ,AF
坎大哈,AF
马扎里沙里夫,AF
마자르이샤리프,AF
칸다하르,AF
lione,FR
lyon,FR
ल्यों,FR
ลียง,FR
リヨン,FR
里昂,FR
리옹,FR
hengshui,CN
hành thủy,CN
हेंगशुई,CN
เหิงสุ่ย,CN
衡水,CN
헝수이,CN
dehra dun,IN
देहरादून,IN
เดห์ราดุน,IN
デヘラードゥーン,IN
德拉敦,IN
데라둔,IN
erode,IN
इरोड,IN
อีโรด,IN
イーロード,IN
埃罗德,IN
이로드,IN
salta,AR
साल्ता,AR
ซัลตา,AR
サルタ,AR
萨尔塔,AR
살타,AR
bhayandar,IN
भायंदर,IN
ภายันดาร์,IN
バイーンダル,IN
巴延達,IN
바얀다르,IN
esenler,TR
エセンレル,TR
埃森勒,TR
에센레르,TR
fresno,US
फ़्रेज़्नो,US
เฟรสโน,US
フレズノ,US
弗雷斯诺,US
프레즈노,US
hamilton,"[""CA"", ""NZ""]"
हैमिल्टन,"[""CA"", ""NZ""]"
แฮมิลตัน,"[""CA"", ""NZ""]"
ハミルトン,"[""CA"", ""NZ""]"
汉密尔顿,"[""CA"", ""NZ""]"
해밀턴,"[""CA"", ""NZ""]"
al fayyum,EG
faium,EG
faiyum,EG
fajum,EG
fayoum,EG
fayyum,EG
fayún,EG
फ़य्यूम,EG
ฟัยยูม,EG
ファイユーム,EG
法尤姆,EG
파이윰,EG
durgapur,IN
दुर्गापुर,IN
ทุรคาปูร์,IN
ドゥルガプル,IN
杜尔加布尔,IN
두르가푸르,IN
utsunomiya,JP
उत्सुनोमिया,JP
อุตสึโนมิยะ,JP
宇都宮,JP
우쓰노미야,JP
victoria de durango,MX
विक्टोरिया डी डुरंगो,MX
บิกโตเรียเดดูรังโก,MX
ビクトリア・デ・ドゥランゴ,MX
杜兰戈维多利亚,MX
빅토리아데두랑고,MX
adźmer,IN
ajmer,IN
अजमेर,IN
อัชเมียร์,IN
アジュメール,IN
阿杰梅尔,IN
아지메르,IN
lisboa,PT
lisbon,PT
lisbona,PT
lisbonne,PT
lissabon,PT
lizbona,PT
लिस्बन,PT
ลิสบอน,PT
リスボン,PT
里斯本,PT
리스본,PT
rahim yar khan,PK
rahimjar khan,PK
रहीम यार ख़ान,PK
ราฮิมยาร์ข่าน,PK
ラヒーム・ヤール・ハーン,PK
拉希姆亚尔汗,PK
라힘야르칸,PK
ulhasnagar,IN
उल्हासनगर,IN
อุลฮาสนคร,IN
ウールハースナガル,IN
乌尔哈斯讷格尔,IN
울하스나가르,IN
guangyuan,CN
quảng nguyên,CN
ग्वांगयुआन,CN
กว่างหยวน,CN
广元,CN
広元,CN
leeds,GB
लीड्स,GB
ลีดส์,GB
リーズ,GB
利兹,GB
리즈,GB
kolhapur,IN
कोल्हापुर,IN
โกลหาปูร์,IN
コールハープル,IN
戈尔哈布尔,IN
콜하푸르,IN
siliguri,IN
सिलीगुड़ी,IN
สิลิกูริ,IN
シリグリ,IN
西里古里,IN
실리구리,IN
norimberga,DE
norymberga,DE
nuernberg,DE
nuremberg,DE
nuremberga,DE
núremberg,DE
nürnberg,DE
नूर्नबर्ग,DE
เนือร์นแบร์ก,DE
ニュルンベルク,DE
纽伦堡,DE
뉘른베르크,DE
hannover,DE
hanovre,DE
hanower,DE
hanóver,DE
hanôver,DE
हनोवर,DE
ฮันโนเฟอร์,DE
ハノーファー,DE
汉诺威,DE
하노버,DE
azadschahr,IR
azadshahr,IR
आज़ादशहर,IR
อาซัดชะฮร์,IR
アーザードシャフル,IR
阿扎德沙赫爾,IR
아자드샤르,IR
samarcanda,UZ
samarcande,UZ
samarkand,UZ
samarkanda,UZ
समरक़न्द,UZ
ซามาร์กันต์,UZ
サマルカンド,UZ
撒马尔罕,UZ
사마르칸트,UZ
macapa,BR
macapá,BR
मकापा,BR
มากาปา,BR
マカパ,BR
马卡帕,BR
마카파,BR
hàm ninh,CN
xianning,CN
शियानिंग,CN
เสียนหนิง,CN
咸宁,CN
咸寧,CN
셴닝,CN
tembisa,ZA
thembisa,ZA
थेम्बिसा,ZA
เทมบิซา,ZA
テンビサ,ZA
滕比萨,ZA
템비사,ZA
matsuyama,JP
मात्सुयामा,JP
มัตสึยามะ,JP
松山,JP
마츠야마,JP
마쓰야마,JP
campos dos goytacazes,BR
कैम्पोस डॉस गोयटाकाज़ेस,BR
กังปุสดุสกอยตากาซิส,BR
カンポス・ドス・ゴイタカゼス,BR
坎普斯-杜斯戈伊塔卡泽斯,BR
캄푸스두스고이타카지스,BR
bilimora,IN
बिलीमोरा,IN
บิลิโมรา,IN
ビリモーラ,IN
比利莫拉,IN
빌리모라,IN
kasur,PK
कसूर,PK
กะซูร,PK
カスール,PK
格苏尔,PK
카수르,PK
aparecida de goiania,BR
aparecida de goiânia,BR
अपारेसिडा डी गोइयानिया,BR
อาปาเรซีดาจีโกยาเนีย,BR
アパレシダ・デ・ゴイアニア,BR
阿帕雷西达-迪戈亚尼亚,BR
아파레시다지고이아니아,BR
macati,PH
makati,PH
makati city,PH
मकाती,PH
มากาตี,PH
マカティ,PH
马卡蒂,PH
마카티,PH
thông hóa,CN
tonghua,CN
तोंगहुआ,CN
ทงฮว่า,CN
通化,CN
naberejnye tchelny,RU
nabereschnyje tschelny,RU
naberezhnye chelny,RU
naberezhnyye chelny,RU
naberežnye čelny,RU
nabierieżnyje czełny,RU
náberezhnye chelny,RU
नाबेरेझ़न्ये चेल्नी,RU
นาเบเรจเนียเชลนี,RU
ナーベレジヌイェ・チェルヌイ,RU
卡马河畔切尔尼,RU
나베레즈니예첼니,RU
lipeck,RU
lipetsk,RU
lipezk,RU
lipieck,RU
lípetsk,RU
लिपेत्स्क,RU
ลีเปตสค์,RU
リペツク,RU
利佩茨克,RU
리페츠크,RU
kikwit,CD
किकवित,CD
กิกวิต,CD
キクウィト,CD
基奎特,CD
키퀘트,CD
florianopolis,BR
florianópolis,BR
फ्लोरिआनोपोलिस,BR
โฟลรียานอโปลิส,BR
フロリアノーポリス,BR
弗洛里亚诺波利斯,BR
플로리아노폴리스,BR
ba nam,CN
banan,CN
बानान,CN
ปาหนัน,CN
ハナン,CN
巴南,CN
파남,CN
tuen mun,HK
đồn môn,HK
ถุนเหมิน,HK
屯門,HK
튄문,HK
trương dịch,CN
zhangye,CN
झांगये,CN
จางเย่,CN
张掖,CN
張掖,CN
장예,CN
kirov,RU
kirow,RU
किरोव,RU
คีรอฟ,RU
キーロフ,RU
基洛夫,RU
키로프,RU
kachgar,CN
kaschgar,CN
kasgar,CN
kashgar,CN
kaszgar,CN
काशगर,CN
คัชการ์,CN
カシュガル,CN
喀什,CN
카슈가르,CN
edimburgo,GB
edinburgh,GB
edynburg,GB
édimbourg,GB
एडिनबर्ग,GB
เอดินบะระ,GB
エディンバラ,GB
爱丁堡,GB
에든버러,GB
mukim pulai,MY
मुकिम पुलाई,MY
มูกิมปูไล,MY
ムキム・プライ,MY
巫金埔来,MY
무킴 풀라이,MY
nadschran,SA
nadżran,SA
najran,SA
najrán,SA
najrã,SA
नजरान,SA
นัจญ์รอน,SA
ナジュラーン,SA
奈季兰,SA
나즈란,SA
karol bagh,IN
करोल बाग,IN
การอลบาฆ,IN
カロル・バーグ,IN
卡罗尔巴格,IN
카롤 바그,IN
chu khẩu,CN
zhoukou,CN
झोउकोउ,CN
โจวโข่ว,CN
周口,CN
저우커우,CN
leipzig,DE
lipsia,DE
lipsk,DE
लाइपज़िग,DE
ไลพ์ซิก,DE
ライプツィヒ,DE
莱比锡,DE
라이프치히,DE
bình lương,CN
pingliang,CN
पिंगलियांग,CN
ผิงเหลียง,CN
平凉,CN
平涼,CN
평량,CN
kalininski,RU
kalininskij,RU
kalininskiy,RU
kalininsky,RU
कलिनिनस्की,RU
คาลินินสกี,RU
カリニンスキー,RU
加里宁斯基,RU
칼리닌스키,RU
duisbourg,DE
duisburg,DE
duisburgo,DE
डुइसबुर्ग,DE
ดืสบวร์ก,DE
デュースブルク,DE
杜伊斯堡,DE
뒤스부르크,DE
asansol,IN
आसनसोल,IN
อาสันโสล,IN
アサンソル,IN
阿散索尔,IN
아산솔,IN
arak,IR
araque,IR
अराक,IR
อารอก,IR
アラーク,IR
阿拉克,IR
아라크,IR
gómel,BY
homel,BY
homel',BY
homiel,BY
homyel,BY
homyel',BY
गोमेल,BY
โฮเมียล,BY
ホメリ,BY
戈梅利,BY
호멜,BY
aktioubé,KZ
aktobe,KZ
aktobé,KZ
अक्तोबे,KZ
อักเตอเบ,KZ
アクトベ,KZ
阿克托别,KZ
아크토베,KZ
kota kinabalu,MY
कोता किनाबालू,MY
โกตากีนาบาลู,MY
コタキナバル,MY
亚庇,MY
코타키나발루,MY
kampung larkin lama,MY
kota damansara,MY
pohang,KR
कोटा दमनसारा,MY
पोहांग,KR
โกตา ดามันซารา,MY
โพฮัง,KR
コタ・ダマンサラ,MY
ポハン,KR
哥打白沙罗,MY
旧拉庆村,MY
浦项,KR
코타다만사라,MY
포항,KR
諸城,CN
诸城,CN
제성,CN
santa marta,CO
सांता मार्टा,CO
ซานตามาร์ตา,CO
サンタ・マルタ,CO
圣玛尔塔,CO
산타마르타,CO
matsudo,JP
मत्सुदो,JP
มัตสึโดะ,JP
松户,JP
松戸,JP
마쓰도,JP
hathazari,BD
हाटहजारी,BD
ハタザリ,BD
哈塔扎里,BD
하타자리,BD
caraganda,KZ
karaganda,KZ
karagandy,KZ
karagandá,KZ
qaraghandy,KZ
काराग़ान्दी,KZ
คารากันดา,KZ
カラガンダ,KZ
卡拉干达,KZ
카라간다,KZ
loudi,CN
lâu để,CN
लोउदी,CN
โหลวตี่,CN
ロウディ,CN
娄底,CN
ichikawa,JP
इचिकावा,JP
อิชิกาวะ,JP
市川,JP
이치카와,JP
bandarban,BD
बंदरबन,BD
บันดาร์บัน,BD
バンダルバン,BD
班达尔班,BD
반다르반,BD
sa điền,HK
sha tin,HK
शा टिन,HK
ซาเถียน,HK
シャティン,HK
沙田,HK
사틴,HK
dera ghazi khan,PK
डेरा ग़ाज़ी ख़ान,PK
เดราฆาซีข่าน,PK
デラ・ガージ・カーン,PK
德拉加齐汗,PK
데라가지칸,PK
higashiosaka,JP
हिगाशिओसाका,JP
ฮิงาชิโอซากะ,JP
東大阪,JP
히가시오사카,JP
tolosa,FR
toulouse,FR
tuluza,FR
तुलूज़,FR
ตูลูซ,FR
トゥールーズ,FR
图卢兹,FR
툴루즈,FR
cheboksary,RU
czeboksary,RU
tcheboksary,RU
tscheboksary,RU
čeboksary,RU
चेबोक्सारी,RU
เชบอคซารี,RU
チェボクサル,RU
切博克萨雷,RU
체복사리,RU
shanwei,CN
sán vĩ,CN
शानवेई,CN
ซ่านเหว่ย,CN
汕尾,CN
산웨이,CN
monteria,CO
montería,CO
मोंटेरिया,CO
มอนเตเรีย,CO
モンテリア,CO
蒙特里亚,CO
몬테리아,CO
sacramento,US
सैक्रामेंटो,US
แซคราเมนโต,US
サクラメント,US
萨克拉门托,US
새크라멘토,US
ruiru,KE
रुइरु,KE
รุยรู,KE
ルイビル,KE
鲁伊鲁,KE
루이루,KE
valledupar,CO
वायेदुपार,CO
บาเยดูปาร์,CO
バジェドゥパール,CO
巴耶杜帕尔,CO
바예두파르,CO
adschman,AE
adżman,AE
ajman,AE
ajman city,AE
अजमान,AE
อัจมาน,AE
アジュマーン,AE
阿治曼,AE
아지만,AE
jianshui,CN
kiến thủy,CN
जिआनशुई,CN
เจี้ยนสุ่ย,CN
建水,CN
젠수이,CN
port sudan,SD
port-soudan,SD
porto sudan,SD
porto sudão,SD
puerto sudán,SD
पोर्ट सूडान,SD
พอร์ตซูดาน,SD
ポートスーダン,SD
苏丹港,SD
포트수단,SD
toluca,MX
टोलुका,MX
โตลูกา,MX
トルーカ,MX
托卢卡,MX
톨루카,MX
ciudad lopez mateos,MX
ciudad lópez mateos,MX
シウダー・ロペス・マテオス,MX
洛佩斯·馬特奧斯城,MX
시우다드 로페스 마테오스,MX
al khusus,EG
al-chusus,EG
al-khusus,EG
el-khoussous,EG
अल ख़ुसूस,EG
อัลคุศูศ,EG
アル・フスース,EG
赫蘇斯,EG
알쿠수스,EG
czedżu,KR
jeju,KR
jeju city,KR
जेजू शहर,KR
นครเชจู,KR
济州市,KR
済州市,KR
제주시,KR
omaha,US
ओमाहा,US
โอมาฮา,US
オマハ,US
奥马哈,US
오마하,US
nishinomiya,JP
निशिनोमिया,JP
นิชิโนมิยะ,JP
西宮,JP
니시노미야,JP
masina,CD
มาซินา,CD
マシナ,CD
马西纳,CD
마시나,CD
saharanpur,IN
सहारनपुर,IN
สหรันปุระ,IN
サハーランプール,IN
萨哈兰普尔,IN
사하란푸르,IN
vellore,IN
वेल्लोर,IN
เวลลอร์,IN
ヴェールール,IN
韦洛尔,IN
벨로르,IN
cuautitlan izcalli,MX
cuautitlán izcalli,MX
クアウティトラン・イスカリ,MX
夸乌蒂特兰-伊斯卡伊,MX
쿠아우티틀란 이스칼리,MX
piura,PE
पिउरा,PE
ปิวรา,PE
ピウラ,PE
皮乌拉,PE
피우라,PE
kalaburagi,IN
कलाबुर्गी,IN
กาลบูรคี,IN
カラブラギ,IN
卡拉布拉吉,IN
칼라부라기,IN
kurashiki,JP
कुराशिकी,JP
คูราชิกิ,JP
仓敷,JP
倉敷,JP
쿠라시키,JP
bhatpara,IN
भाटपाड़ा,IN
ภัทปাড়া,IN
バートパーラー,IN
巴特帕拉,IN
바트파라,IN
dżidżiga,ET
giggiga,ET
jijiga,ET
जिजिगा,ET
จีจีกา,ET
ジジガ,ET
季季加,ET
지지ጋ,ET
toula,RU
tula,RU
tuła,RU
तुला,RU
ตูลา,RU
トゥーラ,RU
图拉,RU
툴라,RU
nadjaf,IQ
nadschaf,IQ
nadżaf,IQ
najaf,IQ
najafe,IQ
nayaf,IQ
नजफ़,IQ
นาจาฟ,IQ
ナジャフ,IQ
纳杰夫,IQ
나자프,IQ
tây xương,CN
xichang,CN
सिचांग,CN
ซีชาง,CN
西昌,CN
시창,CN
okene,NG
ओकेने,NG
オケネ,NG
奥凯内,NG
오케네,NG
uijeongbu,KR
uijeongbu-si,KR
उइजेओंग्बु,KR
อึยจ็องบู,KR
議政府市,KR
议政府市,KR
의정부,KR
의정부시,KR
east london,ZA
ईस्ट लंदन,ZA
อีสต์ลอนดอน,ZA
イースト・ロンドン,ZA
东伦敦,ZA
이스트런던,ZA
jazd,IR
yazd,IR
यज़्द,IR
แยซด์,IR
ヤズド,IR
亚兹德,IR
야즈드,IR
hargejsa,SO
hargeysa,SO
hargheisa,SO
हरगेसा,SO
ฮาร์เกย์ซา,SO
ハルゲイサ,SO
哈尔格萨,SO
하르게이사,SO
oita,JP
ōita,JP
ओइता,JP
โออิตะ,JP
大分,JP
오이타,JP
maua,BR
mauá,BR
माउआ,BR
เมาอา,BR
マウア,BR
毛阿,BR
마우아,BR
jincheng,CN
tấn thành,CN
जिनचेंग,CN
จิ้นเฉิง,CN
チンチョン,CN
晋城,CN
진청,CN
eldoret,KE
एल्डोरेट,KE
เอลโดเรต,KE
エルドレット,KE
埃爾多雷特,KE
엘도레트,KE
kansas city,US
कैनसस सिटी,US
แคนซัสซิตี,US
カンザスシティ,US
堪薩斯城,US
캔자스시티,US
diên an,CN
yan'an,CN
यानआन,CN
เหยียนอาน,CN
延安,CN
옌안,CN
caliningrado,RU
kaliningrad,RU
kaliningrado,RU
królewiec,RU
कैलिनिनग्राद,RU
คาลีนินกราด,RU
カリーニングラード,RU
加里宁格勒,RU
칼리닌그라드,RU
escópia,MK
skopie,MK
skopje,MK
स्कोप्जे,MK
สโกเปีย,MK
スコピエ,MK
斯科普里,MK
스코페,MK
di an,VN
dĩ an,VN
vereeniging,ZA
दी आन,VN
वेरीनिगिंग,ZA
ซี้ยาน,VN
เฟอรีนีกิง,ZA
ジーアン,VN
フェリーニヒング,ZA
以安,VN
弗里尼欣,ZA
페레이니힝,ZA
den haag,NL
haga,NL
haia,NL
l'aia,NL
la hay,NL
la haya,NL
la haye,NL
the hague,NL
द हेग,NL
เฮก,NL
ハーグ,NL
海牙,NL
헤이그,NL
long beach,US
लॉन्ग बीच,US
ลองบีช,US
ロングビーチ,US
长滩,US
롱비치,US
gaja,IN
gaya,IN
gayâ,IN
गया,IN
คยา,IN
ガヤー,IN
伽耶,IN
shouguang,CN
thọ quang,CN
शोउगुआंग,CN
โช่วกวง,CN
寿光,CN
寿光 (じゅこう),CN
수광,CN
cảnh đức trấn,CN
jingdezhen,CN
जिंगदेझेन,CN
จิ่งเต๋อเจิ้น,CN
景徳鎮,CN
景德镇,CN
징더전,CN
shizuishan,CN
thạch chủy sơn,CN
शिज़ुइशान,CN
ฉือจุ่ยซาน,CN
石嘴山,CN
스쭈이산,CN
mesa,US
मेसा,US
เมซา,US
メサ,US
梅萨,US
메사,US
morogoro,TZ
मोरोगोरो,TZ
โมโรโกโร,TZ
モロゴロ,TZ
莫罗戈罗,TZ
모로고로,TZ
kenitra,MA
kénitra,MA
केनित्रा,MA
แกนีทรา,MA
ケニトラ,MA
盖尼特拉,MA
케니트라,MA
as-sib,OM
seeb,OM
sib,OM
sibe,OM
सीब,OM
ซีบ,OM
シーブ,OM
锡卜,OM
시브,OM
jiaojiang,CN
tiêu giang,CN
जिओजियांग,CN
เจียวเจียง,CN
ジャオジャン,CN
椒江,CN
자오장,CN
mikoláiv,UA
mikołajów,UA
mykolaiv,UA
mykolajiw,UA
mykolayiv,UA
mykolaïv,UA
मायकोलाइव,UA
มิกอลายิว,UA
ミコライウ,UA
尼古拉耶夫,UA
미콜라이우,UA
fukuyama,JP
फ़ुकुयामा,JP
ฟูกูยามะ,JP
福山,JP
후쿠야마,JP
staten island,US
स्टेटन द्वीप,US
สแตเทนไอแลนด์,US
スタテンアイランド,US
史泰登岛,US
스태튼아일랜드,US
nam bình,CN
nanping,CN
नानपिंग,CN
หนานผิง,CN
南平,CN
pereira,CO
पेरेरा,CO
เปเรย์รา,CO
ペレイラ,CO
佩雷拉,CO
페레이라,CO
ciudad apodaca,MX
シウダー・アポダカ,MX
阿波達卡,MX
시우다드 아포다카,MX
belford roxo,BR
बेल्फोर्ड रोक्सो,BR
เบลฟอร์ดโรชู,BR
ベルフォード・ロッショ,BR
贝尔福德罗舒,BR
벨포르드호슈,BR
kanazawa,JP
कानाज़ावा,JP
คานาซาวะ,JP
金沢,JP
金泽,JP
가나자와,JP
gondar,ET
gonder,ET
गोंदर,ET
กอนดาร์,ET
ゴンダール,ET
贡德尔,ET
곤다르,ET
bristol,GB
brístol,GB
ब्रिस्टल,GB
บริสตอล,GB
ブリストル,GB
布里斯托,GB
브리스톨,GB
mixco,GT
मिस्को,GT
มิกซ์โก,GT
ミシュコ,GT
米斯科,GT
믹스코,GT
dżammu,IN
jammu,IN
जम्मू,IN
ชัมมู,IN
ジャンムー,IN
查谟,IN
잠무,IN
long sơn,CN
longshan,CN
लोंगशान,CN
หลงซาน,CN
ロンシャン,CN
龙山,CN
룽산,CN
icaré,NG
ikare,NG
इकारे,NG
อิคาเร,NG
イカレ,NG
伊卡雷,NG
이카레,NG
tamale,GH
तमाले,GH
ทามาเล,GH
タマレ,GH
塔马利,GH
타말레,GH
heyuan,CN
hà nguyên,CN
हेयुआन,CN
เหอหยวน,CN
河源,CN
atlanta,US
अटलांटा,US
แอตแลนตา,US
アトランタ,US
亚特兰大,US
애틀랜타,US
kira,UG
किरा,UG
คิรา,UG
キラ,UG
基拉,UG
danzica,PL
danzig,PL
gdansk,PL
gdańsk,PL
ग्दान्स्क,PL
กดัญสก์,PL
グダニスク,PL
格但斯克,PL
그단스크,PL
joinville,BR
जोइनविले,BR
จอยน์วิลล์,BR
ジョインヴィレ,BR
若因维利,BR
조인빌리,BR
hoàng sơn,CN
huangshan,CN
हुआंगशान,CN
หวงซาน,CN
ホアンシャン,CN
黄山,CN
황산,CN
hama,SY
hamah,SY
हमा,SY
ฮะมา,SY
ハマー,SY
哈马,SY
murcia,ES
murcie,ES
murcja,ES
múrcia,ES
मर्सिया,ES
มูร์เซีย,ES
ムルシア,ES
穆尔西亚,ES
무르시아,ES
karnul,IN
kurnool,IN
kurnul,IN
कुरनूल,IN
กรรณูล,IN
カルヌール,IN
格尔努尔,IN
쿠르눌,IN
yola,NG
योला,NG
