entity,country_code,extra_info
Jaeundo,KR,"{""category"": ""island""}"
백령도,KR,"{""category"": ""island""}"
Baengnyeongdo,KR,"{""category"": ""island""}"
압해도,KR,"{""category"": ""island""}"
Aphaedo,KR,"{""category"": ""island""}"
안좌도,KR,"{""category"": ""island""}"
Anjwado,KR,"{""category"": ""island""}"
교동도,KR,"{""category"": ""island""}"
Kyodongdo,KR,"{""category"": ""island""}"
비금도,KR,"{""category"": ""island""}"
Bigeumdo,KR,"{""category"": ""island""}"
고금도,KR,"{""category"": ""island""}"
Gogeumdo,KR,"{""category"": ""island""}"
도초도,KR,"{""category"": ""island""}"
Dochodo,KR,"{""category"": ""island""}"
청산도,KR,"{""category"": ""island""}"
Cheongsando,KR,"{""category"": ""island""}"
보길도,KR,"{""category"": ""island""}"
Bogildo,KR,"{""category"": ""island""}"
신의도,KR,"{""category"": ""island""}"
Sinuido,KR,"{""category"": ""island""}"
신지도,KR,"{""category"": ""island""}"
Sinjido,KR,"{""category"": ""island""}"
금오도,KR,"{""category"": ""island""}"
Geumodo,KR,"{""category"": ""island""}"
가덕도,KR,"{""category"": ""island""}"
Gadeokdo,KR,"{""category"": ""island""}"
내나로도,KR,"{""category"": ""island""}"
Naenaro-do,KR,"{""category"": ""island""}"
노화도,KR,"{""category"": ""island""}"
Nohwa-do,KR,"{""category"": ""island""}"
흑산도,KR,"{""category"": ""island""}"
Heuksando,KR,"{""category"": ""island""}"
덕적도,KR,"{""category"": ""island""}"
Deokjeokdo,KR,"{""category"": ""island""}"
사옥도,KR,"{""category"": ""island""}"
Saokdo,KR,"{""category"": ""island""}"
소안도,KR,"{""category"": ""island""}"
Soando,KR,"{""category"": ""island""}"
영도,KR,"{""category"": ""island""}"
Yeongdo,KR,"{""category"": ""island""}"
영흥도,KR,"{""category"": ""island""}"
Yeongheungdo,KR,"{""category"": ""island""}"
외나로도,KR,"{""category"": ""island""}"
Narodo,KR,"{""category"": ""island""}"
장산도,KR,"{""category"": ""island""}"
Jangsando,KR,"{""category"": ""island""}"
증도,KR,"{""category"": ""island""}"
Jeungdo,KR,"{""category"": ""island""}"
여의도,KR,"{""category"": ""island""}"
Yeouido,KR,"{""category"": ""island""}"
대도,KR,"{""category"": ""island""}"
Deado,KR,"{""category"": ""island""}"
죽도,KR,"{""category"": ""island""}"
Jugdo,KR,"{""category"": ""island""}"
팔금도,KR,"{""category"": ""island""}"
Palgeumdo,KR,"{""category"": ""island""}"
평일도,KR,"{""category"": ""island""}"
Pyeongildo,KR,"{""category"": ""island""}"
하도,KR,"{""category"": ""island""}"
Hado,KR,"{""category"": ""island""}"
소청도,KR,"{""category"": ""island""}"
Socheongdo,KR,"{""category"": ""island""}"
연평도,KR,"{""category"": ""island""}"
Yeonpyeongdo,KR,"{""category"": ""island""}"
우도,KR,"{""category"": ""island""}"
Udo,KR,"{""category"": ""island""}"
선재도,KR,"{""category"": ""island""}"
Seonjaedo,KR,"{""category"": ""island""}"
장봉도,KR,"{""category"": ""island""}"
Jangbongdo,KR,"{""category"": ""island""}"
밤섬,KR,"{""category"": ""island""}"
bamseom,KR,"{""category"": ""island""}"
초양도,KR,"{""category"": ""island""}"
choyangdo,KR,"{""category"": ""island""}"
달리도,KR,"{""category"": ""island""}"
dallido,KR,"{""category"": ""island""}"
대부도,KR,"{""category"": ""island""}"
Daebudo,KR,"{""category"": ""island""}"
풍도,KR,"{""category"": ""island""}"
Pungdo,KR,"{""category"": ""island""}"
국화도,KR,"{""category"": ""island""}"
Gook-hwa do,KR,"{""category"": ""island""}"
제부도,KR,"{""category"": ""island""}"
Jebudo,KR,"{""category"": ""island""}"
난지도,KR,"{""category"": ""island""}"
Nanjido,KR,"{""category"": ""island""}"
소난지도,KR,"{""category"": ""island""}"
Sonanjido,KR,"{""category"": ""island""}"
행담도,KR,"{""category"": ""island""}"
Haengdam,KR,"{""category"": ""island""}"
대청도,KR,"{""category"": ""island""}"
Daecheongdo,KR,"{""category"": ""island""}"
미륵도,KR,"{""category"": ""island""}"
mileugdo,KR,"{""category"": ""island""}"
하조도,KR,"{""category"": ""island""}"
Hajodo,KR,"{""category"": ""island""}"
한산도,KR,"{""category"": ""island""}"
Hansando,KR,"{""category"": ""island""}"
장사도,KR,"{""category"": ""island""}"
Jangsado,KR,"{""category"": ""island""}"
오동도,KR,"{""category"": ""island""}"
Odongdo,KR,"{""category"": ""island""}"
생일도,KR,"{""category"": ""island""}"
Saengildo,KR,"{""category"": ""island""}"
독도,KR,"{""category"": ""island""}"
Dokdo,KR,"{""category"": ""island""}"
여서도,KR,"{""category"": ""island""}"
Yeoseodo,KR,"{""category"": ""island""}"
시도,KR,"{""category"": ""island""}"
Shido,KR,"{""category"": ""island""}"
모도,KR,"{""category"": ""island""}"
Modo,KR,"{""category"": ""island""}"
하의도,KR,"{""category"": ""island""}"
Hauido,KR,"{""category"": ""island""}"
신도,KR,"{""category"": ""island""}"
Shindo,KR,"{""category"": ""island""}"
연도,KR,"{""category"": ""island""}"
Yeondo,KR,"{""category"": ""island""}"
소무의도,KR,"{""category"": ""island""}"
Somuui-do,KR,"{""category"": ""island""}"
대무의도,KR,"{""category"": ""island""}"
Muui-do,KR,"{""category"": ""island""}"
욕지도,KR,"{""category"": ""island""}"
yogjido,KR,"{""category"": ""island""}"
매물도,KR,"{""category"": ""island""}"
maemuldo,KR,"{""category"": ""island""}"
이마트창동점,KR,"{""category"": ""shopping_mall""}"
Emart Changdong,KR,"{""category"": ""shopping_mall""}"
이마트미아점,KR,"{""category"": ""shopping_mall""}"
Emart Mia Branch,KR,"{""category"": ""shopping_mall""}"
이마트하월곡점,KR,"{""category"": ""shopping_mall""}"
Emart Hawolgok Branch,KR,"{""category"": ""shopping_mall""}"
이마트월계점,KR,"{""category"": ""shopping_mall""}"
Emart Wolgye,KR,"{""category"": ""shopping_mall""}"
이마트목동점,KR,"{""category"": ""shopping_mall""}"
Emart Mokdong,KR,"{""category"": ""shopping_mall""}"
이마트왕십리점,KR,"{""category"": ""shopping_mall""}"
Emart Wangsimni,KR,"{""category"": ""shopping_mall""}"
이마트자양점,KR,"{""category"": ""shopping_mall""}"
Emart Jayang,KR,"{""category"": ""shopping_mall""}"
이마트명일점,KR,"{""category"": ""shopping_mall""}"
Emart Myeongil,KR,"{""category"": ""shopping_mall""}"
이마트천호점,KR,"{""category"": ""shopping_mall""}"
Emart Cheonho,KR,"{""category"": ""shopping_mall""}"
가든파이브,KR,"{""category"": ""shopping_mall""}"
Garden Five,KR,"{""category"": ""shopping_mall""}"
이마트양재점,KR,"{""category"": ""shopping_mall""}"
Emart Yangjae Branch,KR,"{""category"": ""shopping_mall""}"
이마트역삼점,KR,"{""category"": ""shopping_mall""}"
Emart Yeoksam,KR,"{""category"": ""shopping_mall""}"
이마트수서점,KR,"{""category"": ""shopping_mall""}"
Emart Suseo,KR,"{""category"": ""shopping_mall""}"
이마트신월점,KR,"{""category"": ""shopping_mall""}"
Emart Sinwol,KR,"{""category"": ""shopping_mall""}"
이마트여의도점,KR,"{""category"": ""shopping_mall""}"
Emart Yeouido,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 홍대,KR,"{""category"": ""shopping_mall""}"
AK PLAZA Hongdae,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 분당,KR,"{""category"": ""shopping_mall""}"
AK PLAZA Bundang,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 수원,KR,"{""category"": ""shopping_mall""}"
AK PLAZA Suwon,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 평택,KR,"{""category"": ""shopping_mall""}"
AK Plaza Pyeongtaek Branch,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 원주,KR,"{""category"": ""shopping_mall""}"
AK Plaza Wonju,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 기흥,KR,"{""category"": ""shopping_mall""}"
AK Plaza Giheung,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 광명,KR,"{""category"": ""shopping_mall""}"
AK Plaza Gwangmyeong,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 금정,KR,"{""category"": ""shopping_mall""}"
AK PLAZA Geumjeong,KR,"{""category"": ""shopping_mall""}"
AK PLAZA 세종,KR,"{""category"": ""shopping_mall""}"
AK PLAZA Sejong,KR,"{""category"": ""shopping_mall""}"
이마트구로점,KR,"{""category"": ""shopping_mall""}"
Emart Guro,KR,"{""category"": ""shopping_mall""}"
갤러리아백화점광교점,KR,"{""category"": ""shopping_mall""}"
Galleria Department Store Gwanggyo Branch,KR,"{""category"": ""shopping_mall""}"
신세계사우스시티,KR,"{""category"": ""shopping_mall""}"
Shinsegae South City,KR,"{""category"": ""shopping_mall""}"
현대백화점판교점,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store Pangyo Branch,KR,"{""category"": ""shopping_mall""}"
롯데백화점동탄점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Dongtan Branch,KR,"{""category"": ""shopping_mall""}"
롯데백화점분당점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Bundang Branch,KR,"{""category"": ""shopping_mall""}"
롯대백화점평촌점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Pyeongchon Branch,KR,"{""category"": ""shopping_mall""}"
신세계백화점강남점,KR,"{""category"": ""shopping_mall""}"
Shinsegae Department Store Gangnam Branch,KR,"{""category"": ""shopping_mall""}"
신세계백화점본점,KR,"{""category"": ""shopping_mall""}"
Shinsegae Department Store Main Store,KR,"{""category"": ""shopping_mall""}"
현대백화점더현대서울,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store The Hyundai Seoul,KR,"{""category"": ""shopping_mall""}"
갤러리아백화점명품관WEST,KR,"{""category"": ""shopping_mall""}"
Galleria Department Store Luxury Hall WEST,KR,"{""category"": ""shopping_mall""}"
롯데백화점본점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Main Store,KR,"{""category"": ""shopping_mall""}"
현대백화점무역센터점,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store Trade Center,KR,"{""category"": ""shopping_mall""}"
신셰계백화점타임스퀘어점,KR,"{""category"": ""shopping_mall""}"
Shinshegye Department Store Times Square Branch,KR,"{""category"": ""shopping_mall""}"
롯데백화점강남점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Gangnam Branch,KR,"{""category"": ""shopping_mall""}"
현대백화점목동점,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store Mokdong Branch,KR,"{""category"": ""shopping_mall""}"
롯데백화점에비뉴엘잠실점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Avenuel Jamjeom,KR,"{""category"": ""shopping_mall""}"
롯데백화점인천점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Incheon Branch,KR,"{""category"": ""shopping_mall""}"
현대백화점압구정본점,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store Apgujeong Main Store,KR,"{""category"": ""shopping_mall""}"
현대백화점천호점,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store Cheonho Branch,KR,"{""category"": ""shopping_mall""}"
현대백화점디큐브시티,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store D-Cube City,KR,"{""category"": ""shopping_mall""}"
현대백화점신촌점유플렉스,KR,"{""category"": ""shopping_mall""}"
Hyundai Department Store Sinchon Occupancy Flex,KR,"{""category"": ""shopping_mall""}"
롯데백화점관악점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Gwanak Branch,KR,"{""category"": ""shopping_mall""}"
롯데백화점건대스타시티점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Konkuk University Star City Branch,KR,"{""category"": ""shopping_mall""}"
스타필드코엑스몰,KR,"{""category"": ""shopping_mall""}"
Starfield Coex Mall,KR,"{""category"": ""shopping_mall""}"
눈스퀘어,KR,"{""category"": ""shopping_mall""}"
Noon Square,KR,"{""category"": ""shopping_mall""}"
메세나폴리스몰,KR,"{""category"": ""shopping_mall""}"
Mecenatpolis Mall,KR,"{""category"": ""shopping_mall""}"
롯데몰 수지점,KR,"{""category"": ""shopping_mall""}"
Lotte Mall Suji Branch,KR,"{""category"": ""shopping_mall""}"
두타몰,KR,"{""category"": ""shopping_mall""}"
DOOTA Mall,KR,"{""category"": ""shopping_mall""}"
롯데백화점 부산본점,KR,"{""category"": ""shopping_mall""}"
LOTTE Department Store Busan Main,KR,"{""category"": ""shopping_mall""}"
스타필드하남,KR,"{""category"": ""shopping_mall""}"
Starfield Hanam,KR,"{""category"": ""shopping_mall""}"
스타필드수원,KR,"{""category"": ""shopping_mall""}"
Starfield Suwon,KR,"{""category"": ""shopping_mall""}"
스타필드고양,KR,"{""category"": ""shopping_mall""}"
Starfield Goyang,KR,"{""category"": ""shopping_mall""}"
스타필드시티위례,KR,"{""category"": ""shopping_mall""}"
Starfield City Wirye,KR,"{""category"": ""shopping_mall""}"
스타필드시티부천,KR,"{""category"": ""shopping_mall""}"
Starfield City Bucheon,KR,"{""category"": ""shopping_mall""}"
스타필드안성,KR,"{""category"": ""shopping_mall""}"
Starfield Anseong,KR,"{""category"": ""shopping_mall""}"
스타필드시티명지,KR,"{""category"": ""shopping_mall""}"
Starfield City Myeongji,KR,"{""category"": ""shopping_mall""}"
여의도IFC몰,KR,"{""category"": ""shopping_mall""}"
IFC Mall,KR,"{""category"": ""shopping_mall""}"
롯데백화점 광복점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Gwangbok Branch,KR,"{""category"": ""shopping_mall""}"
롯데백화점 대전점,KR,"{""category"": ""shopping_mall""}"
Lotte Department Store Daejeon Branch,KR,"{""category"": ""shopping_mall""}"
코스트코 공세점,KR,"{""category"": ""shopping_mall""}"
Costco Gongse,KR,"{""category"": ""shopping_mall""}"
코스트코 광명점,KR,"{""category"": ""shopping_mall""}"
Costco Gwangmyeong,KR,"{""category"": ""shopping_mall""}"
코스트코 양평점,KR,"{""category"": ""shopping_mall""}"
Costco Yangpyeong,KR,"{""category"": ""shopping_mall""}"
코스트코 양재점,KR,"{""category"": ""shopping_mall""}"
Costco Yangjae,KR,"{""category"": ""shopping_mall""}"
코스트코 부산점,KR,"{""category"": ""shopping_mall""}"
Costco Busan,KR,"{""category"": ""shopping_mall""}"
코스트코 하남점,KR,"{""category"": ""shopping_mall""}"
Costco Hanam,KR,"{""category"": ""shopping_mall""}"
코스트코 상봉점,KR,"{""category"": ""shopping_mall""}"
Costco Sangbong,KR,"{""category"": ""shopping_mall""}"
코스트코 일산점,KR,"{""category"": ""shopping_mall""}"
Costco Ilsan,KR,"{""category"": ""shopping_mall""}"
코스트코 천안점,KR,"{""category"": ""shopping_mall""}"
Costco Cheonan,KR,"{""category"": ""shopping_mall""}"
코스트코 송도점,KR,"{""category"": ""shopping_mall""}"
Costco Songdo,KR,"{""category"": ""shopping_mall""}"
코스트코 청라점,KR,"{""category"": ""shopping_mall""}"
Costco Cheongna,KR,"{""category"": ""shopping_mall""}"
코스트코 의정부점,KR,"{""category"": ""shopping_mall""}"
Costco Uijeongbu,KR,"{""category"": ""shopping_mall""}"
코스트코 세종점,KR,"{""category"": ""shopping_mall""}"
Costco Sejong,KR,"{""category"": ""shopping_mall""}"
코스트코 대구점,KR,"{""category"": ""shopping_mall""}"
Costco Daegu,KR,"{""category"": ""shopping_mall""}"
코스트코 김해점,KR,"{""category"": ""shopping_mall""}"
Costco Gimhae,KR,"{""category"": ""shopping_mall""}"
코스트코 대전점,KR,"{""category"": ""shopping_mall""}"
Costco Daejeon,KR,"{""category"": ""shopping_mall""}"
코스트코 대구혁신점,KR,"{""category"": ""shopping_mall""}"
Costco Daegu Innovation,KR,"{""category"": ""shopping_mall""}"
코스트코 울산점,KR,"{""category"": ""shopping_mall""}"
Costco Ulsan,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽수원점,KR,"{""category"": ""shopping_mall""}"
Traders Suwon,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽구성점,KR,"{""category"": ""shopping_mall""}"
Traders Wholesale Club Guseong,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽동탄점,KR,"{""category"": ""shopping_mall""}"
TRADERS WHOLESALE CLUB Dongtan,KR,"{""category"": ""shopping_mall""}"
트레이더스 홀세일클럽 월평점,KR,"{""category"": ""shopping_mall""}"
Traders Wholesale Club Wolpyeong,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽군포점,KR,"{""category"": ""shopping_mall""}"
TRADERS WHOLESALE CLUB Gunpo,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽월계점,KR,"{""category"": ""shopping_mall""}"
TRADERS WHOLESALE CLUB Wolgye,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽송림점,KR,"{""category"": ""shopping_mall""}"
TRADERS WHOLESALE CLUB Songnim,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽안산점,KR,"{""category"": ""shopping_mall""}"
TRADERS WHOLESALE CLUB Ansan,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽서면점,KR,"{""category"": ""shopping_mall""}"
Traders Hall Sale Club Seo-myeon,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽김포점,KR,"{""category"": ""shopping_mall""}"
TRADERS WHOLESALE CLUB Gimpo,KR,"{""category"": ""shopping_mall""}"
트레이더스홀세일클럽천안아산점,KR,"{""category"": ""shopping_mall""}"
Traders Wholesale Club - Cheonan-Asan,KR,"{""category"": ""shopping_mall""}"
이마트광교점,KR,"{""category"": ""shopping_mall""}"
Emart Gwanggyo,KR,"{""category"": ""shopping_mall""}"
이마트수지점,KR,"{""category"": ""shopping_mall""}"
Emart Suji,KR,"{""category"": ""shopping_mall""}"
이마트흥덕점,KR,"{""category"": ""shopping_mall""}"
Emart Heundeok,KR,"{""category"": ""shopping_mall""}"
이마트수원점,KR,"{""category"": ""shopping_mall""}"
Emart Suwon,KR,"{""category"": ""shopping_mall""}"
이마트서수원점,KR,"{""category"": ""shopping_mall""}"
Emart Seosuwon,KR,"{""category"": ""shopping_mall""}"
이마트광주점,KR,"{""category"": ""shopping_mall""}"
EMart Gwangju,KR,"{""category"": ""shopping_mall""}"
이마트해운대점,KR,"{""category"": ""shopping_mall""}"
EMart Haeundae,KR,"{""category"": ""shopping_mall""}"
국립경찰박물관,KR,"{""category"": ""museum""}"
NationalPoliceMuseum,KR,"{""category"": ""museum""}"
국립고궁박물관,KR,"{""category"": ""museum""}"
National Palace Museum,KR,"{""category"": ""museum""}"
국립대한민국임시정부기념관,KR,"{""category"": ""museum""}"
National Memorial of the Korean Provisional Government,KR,"{""category"": ""museum""}"
국립민속박물관,KR,"{""category"": ""museum""}"
National Folk Museum,KR,"{""category"": ""museum""}"
국립극장 공연예술박물관,KR,"{""category"": ""museum""}"
Museum of Performing Arts,KR,"{""category"": ""museum""}"
국립중앙박물관,KR,"{""category"": ""museum""}"
National Museum,KR,"{""category"": ""museum""}"
국립한글박물관,KR,"{""category"": ""museum""}"
National Hangeul Museum,KR,"{""category"": ""museum""}"
국립항공박물관,KR,"{""category"": ""museum""}"
National Aviation Museum,KR,"{""category"": ""museum""}"
고양어린이박물관,KR,"{""category"": ""museum""}"
Goyang Children''s Museum,KR,"{""category"": ""museum""}"
국립해양박물관,KR,"{""category"": ""museum""}"
National Maritime Museum,KR,"{""category"": ""museum""}"
국립대구박물관,KR,"{""category"": ""museum""}"
Daegu National Museum,KR,"{""category"": ""museum""}"
대한민국역사박물관,KR,"{""category"": ""museum""}"
National Museum of Korean Contemporary History,KR,"{""category"": ""museum""}"
육군박물관,KR,"{""category"": ""museum""}"
Army Museum,KR,"{""category"": ""museum""}"
한국영화박물관,KR,"{""category"": ""museum""}"
Korean Film Museum,KR,"{""category"": ""museum""}"
밀양시립박물관,KR,"{""category"": ""museum""}"
Miryang City Museum,KR,"{""category"": ""museum""}"
국립기상박물관,KR,"{""category"": ""museum""}"
National Meteorological Museum,KR,"{""category"": ""museum""}"
경기북부어린이박물관,KR,"{""category"": ""museum""}"
Northern Gyeonggi Children''s Museum,KR,"{""category"": ""museum""}"
국립부여박물관,KR,"{""category"": ""museum""}"
Buyeo National Museum,KR,"{""category"": ""museum""}"
서대문자연사박물관,KR,"{""category"": ""museum""}"
Seodaemun Museum of Natural History,KR,"{""category"": ""museum""}"
서대문형무소역사관,KR,"{""category"": ""museum""}"
Seodaemun Prison History Hall,KR,"{""category"": ""museum""}"
서울공예박물관,KR,"{""category"": ""museum""}"
Seoul Museum of Craft Art,KR,"{""category"": ""museum""}"
서울교육박물관,KR,"{""category"": ""museum""}"
Seoul Education Museum,KR,"{""category"": ""museum""}"
예아리박물관,KR,"{""category"": ""museum""}"
Yeari Museum,KR,"{""category"": ""museum""}"
국립공주박물관,KR,"{""category"": ""museum""}"
Gongju National Museum,KR,"{""category"": ""museum""}"
서울역사박물관,KR,"{""category"": ""museum""}"
Seoul Museum of History,KR,"{""category"": ""museum""}"
본태박물관,KR,"{""category"": ""museum""}"
Bonte Museum,KR,"{""category"": ""museum""}"
건강과성박물관,KR,"{""category"": ""museum""}"
Museum of Sex and Health,KR,"{""category"": ""museum""}"
국립제주박물관,KR,"{""category"": ""museum""}"
Jeju National Museum,KR,"{""category"": ""museum""}"
넥슨컴퓨터박물관,KR,"{""category"": ""museum""}"
Nexon Computer Museum,KR,"{""category"": ""museum""}"
제주해녀박물관,KR,"{""category"": ""museum""}"
Jeju Haenyeo Museum,KR,"{""category"": ""museum""}"
서귀포감귤박물관,KR,"{""category"": ""museum""}"
Citrus Museum,KR,"{""category"": ""museum""}"
송파책박물관,KR,"{""category"": ""museum""}"
Songpa Book Museum,KR,"{""category"": ""museum""}"
암사동선사유적박물관,KR,"{""category"": ""museum""}"
Amsa-dong Prehistoric Museum,KR,"{""category"": ""museum""}"
용산역사박물관,KR,"{""category"": ""museum""}"
Yongsan Museum of History,KR,"{""category"": ""museum""}"
은평역사한옥박물관,KR,"{""category"": ""museum""}"
Eunpyeong History Hanok Museum,KR,"{""category"": ""museum""}"
한국광고박물관,KR,"{""category"": ""museum""}"
Korea Advertising Museum,KR,"{""category"": ""museum""}"
한성백제박물관,KR,"{""category"": ""museum""}"
Hansung Baekje Museum,KR,"{""category"": ""museum""}"
허준박물관,KR,"{""category"": ""museum""}"
Heo Jun Museum,KR,"{""category"": ""museum""}"
용주사효행박물관,KR,"{""category"": ""museum""}"
Yongjusa Hyohaeng Museum,KR,"{""category"": ""museum""}"
우석헌자연사박물관,KR,"{""category"": ""museum""}"
Woo Seok-heon Museum of Natural History,KR,"{""category"": ""museum""}"
가회민화박물관,KR,"{""category"": ""museum""}"
Gahoe Folk Painting Museum,KR,"{""category"": ""museum""}"
간송미술관,KR,"{""category"": ""museum""}"
Kansong Museum of Art,KR,"{""category"": ""museum""}"
유진민속박물관,KR,"{""category"": ""museum""}"
Eugene Folk Museum,KR,"{""category"": ""museum""}"
고촌이종근기념관,KR,"{""category"": ""museum""}"
Gochon Lee Jong-geun Memorial Hall,KR,"{""category"": ""museum""}"
제주유리박물관,KR,"{""category"": ""museum""}"
Jeju Glass Museum,KR,"{""category"": ""museum""}"
그리스신화박물관,KR,"{""category"": ""museum""}"
Greek Mythology Museum,KR,"{""category"": ""museum""}"
금호미술관,KR,"{""category"": ""museum""}"
Kumho Museum of Art,KR,"{""category"": ""museum""}"
아프리카박물관,KR,"{""category"": ""museum""}"
African Museum In Jeju Island,KR,"{""category"": ""museum""}"
초콜릿박물관,KR,"{""category"": ""museum""}"
Chocolate Museum,KR,"{""category"": ""museum""}"
한국근현대사박물관,KR,"{""category"": ""museum""}"
Museum of Modern and Contemporary Korean History,KR,"{""category"": ""museum""}"
농협농업박물관,KR,"{""category"": ""museum""}"
Nonghyup Agricultural Museum,KR,"{""category"": ""museum""}"
세계술박물관,KR,"{""category"": ""museum""}"
World Liquor Museum,KR,"{""category"": ""museum""}"
애니메이션박물관,KR,"{""category"": ""museum""}"
Animation Museum,KR,"{""category"": ""museum""}"
도산안창호기념관,KR,"{""category"": ""museum""}"
Dosan Ahn Chang-ho Memorial Hall,KR,"{""category"": ""museum""}"
세계조가비박물관,KR,"{""category"": ""museum""}"
World Seashell Museum,KR,"{""category"": ""museum""}"
떡박물관,KR,"{""category"": ""museum""}"
Tteok Museum,KR,"{""category"": ""museum""}"
조명박물관,KR,"{""category"": ""museum""}"
Lighting Museum,KR,"{""category"": ""museum""}"
리움미술관,KR,"{""category"": ""museum""}"
Leeum Museum of Art,KR,"{""category"": ""museum""}"
매헌윤봉길의사기념관,KR,"{""category"": ""museum""}"
Maeheon Yoon Bong-gil Memorial Hall,KR,"{""category"": ""museum""}"
명인박물관,KR,"{""category"": ""museum""}"
Myeongin Museum,KR,"{""category"": ""museum""}"
제주항공우주박물관,KR,"{""category"": ""museum""}"
Jeju Aerospace Museum,KR,"{""category"": ""museum""}"
뮤지엄김치간,KR,"{""category"": ""museum""}"
Museum Kimchikan,KR,"{""category"": ""museum""}"
국립익산박물관,KR,"{""category"": ""museum""}"
Iksan National Museum,KR,"{""category"": ""museum""}"
조안베어뮤지엄,KR,"{""category"": ""museum""}"
Joan Bear Museum,KR,"{""category"": ""museum""}"
배재학당역사박물관,KR,"{""category"": ""museum""}"
Paichai School History Museum,KR,"{""category"": ""museum""}"
백범김구기념관,KR,"{""category"": ""museum""}"
Kim Koo Museum & Library,KR,"{""category"": ""museum""}"
북촌동양문화박물관,KR,"{""category"": ""museum""}"
Bukchon Oriental Culture Museum,KR,"{""category"": ""museum""}"
북촌박물관,KR,"{""category"": ""museum""}"
Bukchon Arts & Culture Museum,KR,"{""category"": ""museum""}"
제주민속자연사박물관,KR,"{""category"": ""museum""}"
Jeju Folklore and Natural History Museum,KR,"{""category"": ""museum""}"
제주교육박물관,KR,"{""category"": ""museum""}"
Jeju Education Museum,KR,"{""category"": ""museum""}"
예나르 제주공예박물관,KR,"{""category"": ""museum""}"
Enar Jeju Craft Museum,KR,"{""category"": ""museum""}"
제주신영영화박물관,KR,"{""category"": ""museum""}"
Jeju Shinyoung Film Museum,KR,"{""category"": ""museum""}"
한라산국립공원산악박물관,KR,"{""category"": ""museum""}"
Hallasan National Park Mountain Museum,KR,"{""category"": ""museum""}"
SOS박물관,KR,"{""category"": ""museum""}"
SOS Museum,KR,"{""category"": ""museum""}"
영종도,KR,"{""category"": ""island""}"
Yeongjongdo,KR,"{""category"": ""island""}"
대전 현대프리미엄 아울렛,KR,"{""category"": ""outlet""}"
Daejeon Hyundai Premium Outlet,KR,"{""category"": ""outlet""}"
마리오 아울렛,KR,"{""category"": ""outlet""}"
Mario Outlet,KR,"{""category"": ""outlet""}"
한섬 현대시티아울렛가산점,KR,"{""category"": ""outlet""}"
Hyundai City Outlet - Gasan Branch,KR,"{""category"": ""outlet""}"
2001아울렛 중계점,KR,"{""category"": ""outlet""}"
2001 Outlet jung-gye Branch,KR,"{""category"": ""outlet""}"
뉴코아아울렛 강남점,KR,"{""category"": ""outlet""}"
New Core Outlet Gangnam Branch,KR,"{""category"": ""outlet""}"
2001아울렛 안양점,KR,"{""category"": ""outlet""}"
2001 Outlet Anyang Branch,KR,"{""category"": ""outlet""}"
롯데아울렛고양점,KR,"{""category"": ""outlet""}"
Lotte Outlet Goyang Branch,KR,"{""category"": ""outlet""}"
2001아울렛 분당점,KR,"{""category"": ""outlet""}"
2001 Outlet bundang Branch,KR,"{""category"": ""outlet""}"
애플아울렛,KR,"{""category"": ""outlet""}"
Apple Outlet,KR,"{""category"": ""outlet""}"
뉴코아아울렛 일산점,KR,"{""category"": ""outlet""}"
New Core Outlet Ilsan Branch,KR,"{""category"": ""outlet""}"
뉴코아아울렛 평촌점,KR,"{""category"": ""outlet""}"
